lang,topic,topic_hash,section_name,section_hash,section_mapped,section_name_translated,topic_name_translated,topic_mapped
ml,The world,CAAqJggKIiBDQkFTRWdvSUwyMHZNRGx1YlY4U0FtMXNHZ0pKVGlnQVAB,,,,,The world,WORLD
ml,Your local news,CAAqHAgKIhZDQklTQ2pvSWJHOWpZV3hmZGpJb0FBUAE,,,,,Your local news,NATION
ml,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXNHZ0pKVGlnQVAB,ഏറ്റവും പുതിയത്,CAQqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbTFzR2dKSlRpZ0FQAQ,THE LATEST,the latest,Entertainment,ENTERTAINMENT
ml,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXNHZ0pKVGlnQVAB,സിനിമകൾ,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW0xc0dnSkpUaUlPQ0FRYUNnb0lMMjB2TURKMmVHNHFHUW9YQ2hOTlQxWkpSVk5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXNHZ0pKVGlnQVABUAE,MOVIES,movies,Entertainment,ENTERTAINMENT
ml,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXNHZ0pKVGlnQVAB,സംഗീതം,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW0xc0dnSkpUaUlPQ0FRYUNnb0lMMjB2TURSeWJHWXFDaElJTDIwdk1EUnliR1lvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbTFzR2dKSlRpZ0FQAVAB,MUSIC,music,Entertainment,ENTERTAINMENT
ml,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXNHZ0pKVGlnQVAB,ടിവി,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW0xc0dnSkpUaUlPQ0FRYUNnb0lMMjB2TURkak5USXFDaElJTDIwdk1EZGpOVElvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbTFzR2dKSlRpZ0FQAVAB,TV,tv,Entertainment,ENTERTAINMENT
ml,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXNHZ0pKVGlnQVAB,പുസ്‌തകങ്ങൾ,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW0xc0dnSkpUaUlQQ0FRYUN3b0pMMjB2TUdKMFgyTXpLaGdLRmdvU1FrOVBTMU5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXNHZ0pKVGlnQVABUAE,BOOKS,books,Entertainment,ENTERTAINMENT
ml,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXNHZ0pKVGlnQVAB,കല,CAQiQ0NCQVNMQW9JTDIwdk1ESnFhblFTQW0xc0dnSkpUaUlOQ0FRYUNRb0hMMjB2TUdwcWR5b0pFZ2N2YlM4d2FtcDNLQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbTFzR2dKSlRpZ0FQAVAB,ART,art,Entertainment,ENTERTAINMENT
ml,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXNHZ0pKVGlnQVAB,പ്രശസ്‌തര്‍,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW0xc0dnSkpUaUlPQ0FRYUNnb0lMMjB2TURGeVpub3FDaElJTDIwdk1ERnlabm9vQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbTFzR2dKSlRpZ0FQAVAB,CELEBRITIES,celebrities,Entertainment,ENTERTAINMENT
ml,Sports,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtMXNHZ0pKVGlnQVAB,,,,,Sports,SPORTS
ta,India,CAAqIQgKIhtDQkFTRGdvSUwyMHZNRE55YXpBU0FuUmhLQUFQAQ,,,,,India,NATION
ta,The world,CAAqJggKIiBDQkFTRWdvSUwyMHZNRGx1YlY4U0FuUmhHZ0pKVGlnQVAB,,,,,The world,WORLD
ta,Local news for you,CAAqHAgKIhZDQklTQ2pvSWJHOWpZV3hmZGpJb0FBUAE,,,,,Local news for you,NATION
ta,Business,CAAqJggKIiBDQkFTRWdvSUwyMHZNRGx6TVdZU0FuUmhHZ0pKVGlnQVAB,,,,,Business,BUSINESS
ta,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmhHZ0pKVGlnQVAB,சமீபத்திய,CAQqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBblJoR2dKSlRpZ0FQAQ,RECENT,recent,Entertainment,ENTERTAINMENT
ta,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmhHZ0pKVGlnQVAB,மூவிகள்,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW5SaEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURKMmVHNHFHUW9YQ2hOTlQxWkpSVk5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmhHZ0pKVGlnQVABUAE,MOVIES,movies,Entertainment,ENTERTAINMENT
ta,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmhHZ0pKVGlnQVAB,இசை,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW5SaEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURSeWJHWXFDaElJTDIwdk1EUnliR1lvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBblJoR2dKSlRpZ0FQAVAB,MUSIC,music,Entertainment,ENTERTAINMENT
ta,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmhHZ0pKVGlnQVAB,டிவி,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW5SaEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURkak5USXFDaElJTDIwdk1EZGpOVElvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBblJoR2dKSlRpZ0FQAVAB,TV,tv,Entertainment,ENTERTAINMENT
ta,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmhHZ0pKVGlnQVAB,Books,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW5SaEdnSkpUaUlQQ0FRYUN3b0pMMjB2TUdKMFgyTXpLaGdLRmdvU1FrOVBTMU5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmhHZ0pKVGlnQVABUAE,BOOKS,books,Entertainment,ENTERTAINMENT
ta,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmhHZ0pKVGlnQVAB,கலை,CAQiQ0NCQVNMQW9JTDIwdk1ESnFhblFTQW5SaEdnSkpUaUlOQ0FRYUNRb0hMMjB2TUdwcWR5b0pFZ2N2YlM4d2FtcDNLQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBblJoR2dKSlRpZ0FQAVAB,ART,art,Entertainment,ENTERTAINMENT
ta,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmhHZ0pKVGlnQVAB,பிரபலங்கள்,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW5SaEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURGeVpub3FDaElJTDIwdk1ERnlabm9vQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBblJoR2dKSlRpZ0FQAVAB,CELEBRITIES,celebrities,Entertainment,ENTERTAINMENT
ta,Sports,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FuUmhHZ0pKVGlnQVAB,,,,,Sports,SPORTS
te,India,CAAqIQgKIhtDQkFTRGdvSUwyMHZNRE55YXpBU0FuUmxLQUFQAQ,,,,,India,NATION
te,The world,CAAqJggKIiBDQkFTRWdvSUwyMHZNRGx1YlY4U0FuUmxHZ0pKVGlnQVAB,,,,,The world,WORLD
te,Your local news,CAAqHAgKIhZDQklTQ2pvSWJHOWpZV3hmZGpJb0FBUAE,,,,,Your local news,NATION
te,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmxHZ0pKVGlnQVAB,తాజా,CAQqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBblJsR2dKSlRpZ0FQAQ,FRESH,fresh,Entertainment,ENTERTAINMENT
te,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmxHZ0pKVGlnQVAB,చలన చిత్రాలు,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW5SbEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURKMmVHNHFHUW9YQ2hOTlQxWkpSVk5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmxHZ0pKVGlnQVABUAE,MOVIES,movies,Entertainment,ENTERTAINMENT
te,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmxHZ0pKVGlnQVAB,సంగీతం,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW5SbEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURSeWJHWXFDaElJTDIwdk1EUnliR1lvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBblJsR2dKSlRpZ0FQAVAB,MUSIC,music,Entertainment,ENTERTAINMENT
te,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmxHZ0pKVGlnQVAB,టీవీ,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW5SbEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURkak5USXFDaElJTDIwdk1EZGpOVElvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBblJsR2dKSlRpZ0FQAVAB,TV,tv,Entertainment,ENTERTAINMENT
te,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmxHZ0pKVGlnQVAB,పుస్తకాలు,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW5SbEdnSkpUaUlQQ0FRYUN3b0pMMjB2TUdKMFgyTXpLaGdLRmdvU1FrOVBTMU5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmxHZ0pKVGlnQVABUAE,BOOKS,books,Entertainment,ENTERTAINMENT
te,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmxHZ0pKVGlnQVAB,కళ,CAQiQ0NCQVNMQW9JTDIwdk1ESnFhblFTQW5SbEdnSkpUaUlOQ0FRYUNRb0hMMjB2TUdwcWR5b0pFZ2N2YlM4d2FtcDNLQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBblJsR2dKSlRpZ0FQAVAB,ART,art,Entertainment,ENTERTAINMENT
te,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FuUmxHZ0pKVGlnQVAB,ప్రసిద్ధి చెందిన వ్యక్తులు,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW5SbEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURGeVpub3FDaElJTDIwdk1ERnlabm9vQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBblJsR2dKSlRpZ0FQAVAB,PEOPLE,famous people,Entertainment,ENTERTAINMENT
te,Sports,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FuUmxHZ0pKVGlnQVAB,,,,,Sports,SPORTS
mr,India,CAAqIQgKIhtDQkFTRGdvSUwyMHZNRE55YXpBU0FtMXlLQUFQAQ,,,,,India,NATION
mr,Your local news,CAAqHAgKIhZDQklTQ2pvSWJHOWpZV3hmZGpJb0FBUAE,,,,,Your local news,NATION
mr,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXlHZ0pKVGlnQVAB,नवीनतम,CAQqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbTF5R2dKSlRpZ0FQAQ,LATEST,latest,Entertainment,ENTERTAINMENT
mr,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXlHZ0pKVGlnQVAB,चित्रपट,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW0xeUdnSkpUaUlPQ0FRYUNnb0lMMjB2TURKMmVHNHFHUW9YQ2hOTlQxWkpSVk5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXlHZ0pKVGlnQVABUAE,MOVIES,movies,Entertainment,ENTERTAINMENT
mr,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXlHZ0pKVGlnQVAB,संगीत,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW0xeUdnSkpUaUlPQ0FRYUNnb0lMMjB2TURSeWJHWXFDaElJTDIwdk1EUnliR1lvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbTF5R2dKSlRpZ0FQAVAB,MUSIC,music,Entertainment,ENTERTAINMENT
mr,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXlHZ0pKVGlnQVAB,टीव्ही,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW0xeUdnSkpUaUlPQ0FRYUNnb0lMMjB2TURkak5USXFDaElJTDIwdk1EZGpOVElvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbTF5R2dKSlRpZ0FQAVAB,TV,tv,Entertainment,ENTERTAINMENT
mr,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXlHZ0pKVGlnQVAB,पुस्तके,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW0xeUdnSkpUaUlQQ0FRYUN3b0pMMjB2TUdKMFgyTXpLaGdLRmdvU1FrOVBTMU5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXlHZ0pKVGlnQVABUAE,BOOKS,books,Entertainment,ENTERTAINMENT
mr,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXlHZ0pKVGlnQVAB,कला,CAQiQ0NCQVNMQW9JTDIwdk1ESnFhblFTQW0xeUdnSkpUaUlOQ0FRYUNRb0hMMjB2TUdwcWR5b0pFZ2N2YlM4d2FtcDNLQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbTF5R2dKSlRpZ0FQAVAB,ART,art,Entertainment,ENTERTAINMENT
mr,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtMXlHZ0pKVGlnQVAB,सेलिब्रिटी,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW0xeUdnSkpUaUlPQ0FRYUNnb0lMMjB2TURGeVpub3FDaElJTDIwdk1ERnlabm9vQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbTF5R2dKSlRpZ0FQAVAB,CELEBRITY,celebrity,Entertainment,ENTERTAINMENT
mr,Games,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtMXlHZ0pKVGlnQVAB,,,,,Games,SPORTS
